tipoDeCurso,plan,nombre,nombrePublico,nivelEducativo,tipo,credEd,hsSem,hsTot,cert
CURSO TÉCNICO TERCIARIO            ,2014,SISTEMAS ENERGIAS RENOVABLES       ,CURSO TÉCNICO TERCIARIO - SISTEMAS DE ENERGÍAS RENOVABLES  ,EDUC. SUPERIOR TERCIARIA ,Anual,0,0,0,TÉCNICO NIVEL TERCIARIO EN SISTEMAS DE ENERGÍAS RENOVABLES
CURSO TÉCNICO TERCIARIO            ,2015,ADMINISTRACION                     ,CURSO TÉCNICO TERCIARIO - ADMINISTRACIÓN,EDUC. SUPERIOR TERCIARIA ,Anual,0,0,1792,TÉCNICO EN ADMINISTRACIÓN
CURSO TÉCNICO TERCIARIO            ,2015,SECRETARIADO BILINGÜE - INGLES     ,CURSO TÉCNICO TERCIARIO - SECRETARIADO BILINGÜE - INGLÉS,EDUC. SUPERIOR TERCIARIA ,Anual,0,0,1940,SECRETARIADO EJECUTIVO BILINGÜE MENCIÓN INGLÉS
CURSO TÉCNICO TERCIARIO            ,2015,RECREACION                         ,CURSO TECNICO TERCIARIO - RECREACIÓN,EDUC. SUPERIOR TERCIARIA ,Anual,0,0,1856,TÉCNICO EN RECREACIÓN
CURSO TÉCNICO TERCIARIO            ,2015,CONSTRUCCION CICLO COMUN           ,CURSO TÉCNICO TERCIARIO - CONSTRUCCIÓN CICLO COMÚN,EDUC. SUPERIOR TERCIARIA ,Anual,0,0,0,
CURSO TÉCNICO TERCIARIO            ,2015,CONSTRUCCION ENFASIS ARQUITECTURA  ,CURSO TÉCNICO TERCIARIO - CONSTRUCCIóN ÉNFASIS ARQUITECTURA,EDUC. SUPERIOR TERCIARIA ,Anual,0,0,1728,TÉCNICO EN CONSTRUCCIÓN ÉNFASIS ARQUITECTURA
CURSO TÉCNICO TERCIARIO            ,2015,CONSTRUCCION ENFASIS OBRA SECA     ,CURSO TÉCNICO TERCIARIO - CONSTRUCCIÓN ÉNFASIS OBRA SECA,EDUC. SUPERIOR TERCIARIA ,Modular,0,0,1760,TÉCNICO EN CONSTRUCCIÓN ÉNFASIS OBRA SECA
CURSO TÉCNICO TERCIARIO            ,2015,GASTRONOMIA - BINACIONAL           ,CURSO TÉCNICO TERCIARIO - GASTRONOMÍA - BINACIONAL,EDUC. SUPERIOR TERCIARIA ,Anual,0,0,1912,TÉCNICO EN GASTRONOMÍA
CURSO TÉCNICO TERCIARIO            ,2015,GESTION DE ALOJAMIENTO             ,CURSO TÉCNICO TERCIARIO -  GESTIÓN DE ALOJAMIENTO,EDUC. SUPERIOR TERCIARIA ,Anual,0,0,2035,TÉCNICO EN GESTIÓN DE ALOJAMIENTO
CURSO TÉCNICO TERCIARIO            ,2015,INSTALACIONES SANITARIAS           ,CURSO TÉCNICO TERCIARIO - INSTALACIONES SANITARIAS,EDUC. SUPERIOR TERCIARIA ,Anual,0,0,1816,TÉCNICO EN INSTALACIONES SANITARIAS
CURSO TÉCNICO TERCIARIO            ,2015,GESTION HUMANA                     ,CURSO TÉCNICO TERCIARIO - GESTIÓN HUMANA,EDUC. SUPERIOR TERCIARIA ,Anual,0,0,1760,TÉCNICO EN GESTIÓN HUMANA
CURSO TÉCNICO TERCIARIO            ,2016,SEC BILINGÜE MEN POR - BINACIONAL  ,,EDUC. SUPERIOR TERCIARIA ,Anual,0,0,0,SECRETARIADO EJECUTIVO BILINGÜE MENCION PORTUGUES
CURSO TÉCNICO TERCIARIO            ,2016,FORESTAL                           ,CURSO TÉCNICO TERCIARIO - FORESTAL,EDUC. SUPERIOR TERCIARIA ,Anual,0,0,1648,TÉCNICO FORESTAL
CURSO TÉCNICO TERCIARIO            ,2016,FORESTAL - BINACIONAL              ,CURSO TÉCNICO TERCIARIO - FORESTAL BINACIONAL,EDUC. SUPERIOR TERCIARIA ,Anual,0,16,1648,TÉCNICO FORESTAL
CURSO TÉCNICO TERCIARIO            ,2017,GASTRONOMIA                        ,CURSO TÉCNICO TERCIARIO - GASTRONOMÍA,EDUC. SUPERIOR TERCIARIA ,Anual,0,0,1848,TÉCNICO EN GASTRONOMÍA
CURSO TÉCNICO TERCIARIO            ,2017,OPERADOR INMOBILIARIO              ,CURSO TÉCNICO TERCIARIO - OPERADOR INMOBILIARIO,EDUC. SUPERIOR TERCIARIA ,Anual,0,0,1664,TÉCNICO OPERADOR INMOBILIARIO
CURSO TÉCNICO TERCIARIO            ,2017,REMATADOR                          ,CURSO TÉCNICO TERCIARIO - REMATADOR,EDUC. SUPERIOR TERCIARIA ,Anual,0,0,1520,TÉCNICO REMATADOR
CURSO TÉCNICO TERCIARIO            ,2018,Producción Audiovisual; Dirección Artística y Guion ,CURSO TÉCNICO TERCIARIO - AUDIOVISUAL PRODUCCIÓN DIRECCIÓN DE ARTE Y GUIÓN,EDUC. SUPERIOR TERCIARIA ,Anual,0,0,1824,TÉCNICO AUDIOVISUAL MENCIÓN PRODUCCIÓN; DIRECCIÓN DE ARTE Y GUIÓN
CURSO TÉCNICO TERCIARIO            ,2018,MANT. ELECTROMECANICO INDUSTRIAL   ,CURSO TÉCNICO TERCIARIO - MANTENIMIENTO ELECTROMECÁNICO INDUSTRIAL,EDUC. SUPERIOR TERCIARIA ,Anual,0,0,1600,TÉCNICO EN MANTENIMIENTO ELECTROMECÁNICO INDUSTRIAL
CURSO TÉCNICO TERCIARIO            ,2019,MARKETING                          ,CURSO TÉCNICO TERCIARIO - MARKETING,EDUC. SUPERIOR TERCIARIA ,Anual,0,24,1536,TÉCNICO EN MARKETING
CURSO TÉCNICO TERCIARIO            ,2019,CONTROL AMBIENTAL                  ,CURSO TECNICO TERCIARIO - CONTROL AMBIENTAL ,EDUC. SUPERIOR TERCIARIA ,Anual,0,27,1648,TÉCNICO EN CONTROL AMBIENTAL
CURSO TÉCNICO TERCIARIO            ,2020,INFOGRAFIA Y TECN. LA CONSTRUCCION ,CURSO TÉCNICO TERCIARIO - INFOGRAFÍA Y TECNOLOGÍA DE LA CONSTRUCCIÓN,EDUC. SUPERIOR TERCIARIA ,Anual,0,0,1856,TÉCNICO EN INFOGRAFÍA Y TECNOLOGÍA DE LA CONSTRUCCIÓN
CURSO TÉCNICO TERCIARIO            ,2020,AUTOMATIZACION                     ,CURSO TÉCNICO TERCIARIO - AUTOMATIZACIÓN,EDUC. SUPERIOR TERCIARIA ,Anual,0,24,1600,
CURSO TÉCNICO TERCIARIO            ,2020,INSTALACIONES ELECTRICAS           ,,EDUC. SUPERIOR TERCIARIA ,Indefinido,0,0,0,
CURSO TÉCNICO TERCIARIO            ,2020,AUTOTRONICA                        ,,EDUC. SUPERIOR TERCIARIA ,Indefinido,0,0,0,
CURSO TÉCNICO TERCIARIO            ,2020,INSTRUMENTACION Y CONTROL          ,CURSO TÉCNICO TERCIARIO - INSTRUMENTACIÓN Y CONTROL ,EDUC. SUPERIOR TERCIARIA ,Anual,0,0,0,TÉCNICO EN INSTRUMENTACIÓN Y CONTROL
CURSO TÉCNICO TERCIARIO            ,2023,REDES Y SOFTWARE                   ,,EDUC. SUPERIOR TERCIARIA ,Indefinido,0,0,0,
CURSO TÉCNICO TERCIARIO            ,2023,PRODUCCIONES VEGETALES INTENSIVAS  ,,EDUC. SUPERIOR TERCIARIA ,Indefinido,0,0,0,
CURSO TÉCNICO TERCIARIO            ,2023,INSTRUMENT Y CONTROL SEMIPRESENCIAL,,EDUC. SUPERIOR TERCIARIA ,Indefinido,0,0,0,
BACHILLERATO PROFESIONAL           ,2008,ADMINISTRACION                     ,BACHILLERATO PROFESIONAL - ADMINISTRACIÓN  ,EDUCACION MEDIA SUPERIOR ,Anual,0,31,992,BACHILLER PROFESIONAL  - TÉCNICO DE NIVEL MEDIO ADMINISTRADOR CONTABLE
BACHILLERATO PROFESIONAL           ,2008,AGROFORESTAL                       ,BACHILLERATO PROFESIONAL - AGROFORESTAL,EDUCACION MEDIA SUPERIOR ,Anual,0,47,1504,BACHILLER PROFESIONAL - TÉCNICO DE NIVEL MEDIO AGROFORESTAL
BACHILLERATO PROFESIONAL           ,2008,AGRICOLA GANADERO                  ,BACHILLERATO PROFESIONAL - AGRÍCOLA GANADERO,EDUCACION MEDIA SUPERIOR ,Anual,0,48,1536,BACHILLER PROFESIONAL - TÉCNICO DE NIVEL MEDIO AGRÍCOLA GANADERO
BACHILLERATO PROFESIONAL           ,2008,REACONDICIONAMIENTO FISICO DEP.    ,BACHILLERATO PROFESIONAL - REACONDICIONAMIENTO FÍSICO ,EDUCACION MEDIA SUPERIOR ,Anual,0,38,1216,BACHILLER PROFESIONAL - TÉCNICO DE NIVEL MEDIO EN REACONDICIONAMIENTO FÍSICO DEPORTIVO
BACHILLERATO PROFESIONAL           ,2008,CARPINTERIA                        ,BACHILLERATO PROFESIONAL - CARPINTERÍA,EDUCACION MEDIA SUPERIOR ,Anual,0,40,1280,BACHILLER PROFESIONAL - TÉCNICO DE NIVEL MEDIO EN CARPINTERÍA
BACHILLERATO PROFESIONAL           ,2008,BELLEZA INTEGRAL ENFASIS CAPILAR   ,BACHILLERATO PROFESIONAL - BELLEZA INTEGRAL ÉNFASIS CAPILAR,EDUCACION MEDIA SUPERIOR ,Anual,0,38,1216,BACHILLER PROFESIONAL - TÉCNICO DE NIVEL MEDIO EN BELLEZA INTEGRAL CON ÉNFASIS EN CAPILAR
BACHILLERATO PROFESIONAL           ,2008,CARPINTERIA DE RIBERA              ,BACHILLERATO PROFESIONAL - CARPINTERÍA DE RIBERA,EDUCACION MEDIA SUPERIOR ,Anual,0,40,1280,BACHILLER PROFESIONAL - TÉCNICO DE NIVEL MEDIO EN CARPINTERÍA DE RIBERA
BACHILLERATO PROFESIONAL           ,2008,CHAPA Y PINTURA                    ,,EDUCACION MEDIA SUPERIOR ,Indefinido,0,0,0,
BACHILLERATO PROFESIONAL           ,2008,CONSTRUCCION                       ,BACHILLERATO PROFESIONAL - CONSTRUCCIÓN,EDUCACION MEDIA SUPERIOR ,Anual,0,0,0,BACHILLER PROFESIONAL - TÉCNICO NIVEL MEDIO EN CONSTRUCCIÓN
BACHILLERATO PROFESIONAL           ,2008,GASTRONOMIA                        ,BACHILLERATO PROFESIONAL - GASTRONOMÍA,EDUCACION MEDIA SUPERIOR ,Anual,0,42,1344,BACHILLER PROFESIONAL - TÉCNICO DE NIVEL MEDIO EN GASTRONOMÍA
BACHILLERATO PROFESIONAL           ,2008,AGENCIA DE VIAJES Y ALOJAMIENTO    ,BACHILLERATO PROFESIONAL - AGENCIA DE VIAJES Y ALOJAMIENTO,EDUCACION MEDIA SUPERIOR ,Anual,0,36,1152,BACHILLER PROFESIONAL - TÉCNICO DE NIVEL MEDIO EN AGENCIAS DE VIAJES Y ALOJAMIENTO
BACHILLERATO PROFESIONAL           ,2008,HORTIFRUTICULTURA                  ,,EDUCACION MEDIA SUPERIOR ,Anual,0,0,0,
BACHILLERATO PROFESIONAL           ,2008,INSTALACIONES ELECTRICAS           ,BACHILLERATO PROFESIONAL - INSTALACIONES ELÉCTRICAS,EDUCACION MEDIA SUPERIOR ,Anual,0,40,1280,BACHILLER PROFESIONAL - TÉCNICO DE NIVEL MEDIO EN INSTALACIONES ELÉCTRICAS
BACHILLERATO PROFESIONAL           ,2008,INSTALACIONES SANITARIAS           ,BACHILLERATO PROFESIONAL - INSTALACIONES SANITARIAS,EDUCACION MEDIA SUPERIOR ,Anual,0,40,1280,BACHILLER PROFESIONAL - TÉCNICO DE NIVEL MEDIO EN INSTALACIONES SANITARIAS
BACHILLERATO PROFESIONAL           ,2008,MECANIZACION AGROINDUSTRIAL        ,BACHILLERATO PROFESIONAL - MECANIZACIÓN AGRÍCOLA,EDUCACION MEDIA SUPERIOR ,Anual,0,0,0,BACHILLER PROFESIONAL - TÉCNICO DE NIVEL MEDIO EN MECANIZACIÓN AGROINDUSTRIAL
BACHILLERATO PROFESIONAL           ,2008,MECANICA GENERAL                   ,BACHILLERATO PROFESIONAL - MECÁNICA GENERAL,EDUCACION MEDIA SUPERIOR ,Anual,0,40,1280,BACHILLER PROFESIONAL - TÉCNICO DE NIVEL MEDIO EN MECÁNICA GENERAL
BACHILLERATO PROFESIONAL           ,2008,MECANICA AUTOMOTRIZ                ,BACHILLERATO PROFESIONAL - MECÁNICA AUTOMOTRIZ,EDUCACION MEDIA SUPERIOR ,Anual,0,40,1280,BACHILLER PROFESIONAL - TÉCNICO DE NIVEL MEDIO EN MECÁNICA AUTOMOTRIZ
BACHILLERATO PROFESIONAL           ,2008,MOVILIDAD ELECTRICA                ,,EDUCACION MEDIA SUPERIOR ,Indefinido,0,0,0,
BACHILLERATO PROFESIONAL           ,2008,OP.MANT. INSTALACIONES TRANSMISION ,BACHILLERATO PROFESIONAL - OPERACIÓN Y MANTENIMIENTO DE INSTALACIONES TRANSMISIÓN,EDUCACION MEDIA SUPERIOR ,Anual,0,41,1312,BACHILLER PROFESIONAL - TÉCNICO DE NIVEL MEDIO EN OPERACIÓN Y MANTENIMIENTO DE INSTALACIONES DE TRANSMISIÓN
BACHILLERATO PROFESIONAL           ,2008,OP. MANT. INST. ELECTRICAS BT - MT ,BACHILLERATO PROFESIONAL - OPERACIÓN Y MANTENIMIENTO DE INSTALACIONES ELÉCTRICAS EN BAJA Y MEDIA TEN,EDUCACION MEDIA SUPERIOR ,Anual,0,41,1312,BACHILLER PROFESIONAL - TÉCNICO DE NIVEL MEDIO EN OPERACIÓN Y MANTENIMIENTO DE INSTALACIONES ELÉCTRICAS EN BAJA Y MEDIA TENSIÓN
BACHILLERATO PROFESIONAL           ,2008,PRODUCCION LECHERA                 ,,EDUCACION MEDIA SUPERIOR ,Anual,0,0,0,
BACHILLERATO PROFESIONAL           ,2008,GUARDAPARQUES                      ,BACHILLERATO PROFESIONAL - GUARDAPARQUES,EDUCACION MEDIA SUPERIOR ,Anual,0,42,3072,BACHILLER PROFESIONAL - TÉCNICO DE NIVEL MEDIO EN GUARDAPARQUE
BACHILLERATO PROFESIONAL           ,2008,REFRIGERACION                      ,BACHILLERATO PROFESIONAL - REFRIGERACIÓN,EDUCACION MEDIA SUPERIOR ,Anual,0,38,1216,BACHILLER PROFESIONAL - TÉCNICO DE NIVEL MEDIO EN REFRIGERACIÓN
BACHILLERATO PROFESIONAL           ,2008,NAUTICA Y PESCA                    ,BACHILLERATO PROFESIONAL - NÁUTICA Y PESCA,EDUCACION MEDIA SUPERIOR ,Anual,0,40,1280,BACHILLER PROFESIONAL  - TÉCNICO DE NIVEL MEDIO - PATRÓN DE CABOTAJE Y PESCA DE MEDIA ALTURA.
BACHILLERATO PROFESIONAL           ,2008,SERIGRAFIA                         ,BACHILLERATO PROFESIONAL - SERIGRAFÍA,EDUCACION MEDIA SUPERIOR ,Anual,0,35,1120,BACHILLER PROFESIONAL - TÉCNICO DE NIVEL MEDIO EN SERIGRAFÍA
BACHILLERATO PROFESIONAL           ,2008,SOLDADURA                          ,BACHILLERATO PROFESIONAL - SOLDADURA,EDUCACION MEDIA SUPERIOR ,Anual,0,38,1216,BACHILLER PROFESIONAL- TÉCNICO DE NIVEL MEDIO EN SOLDADURA
BACHILLERATO PROFESIONAL           ,2008,TEXTIL                             ,BACHILLERATO PROFESIONAL - TEXTIL,EDUCACION MEDIA SUPERIOR ,Anual,0,36,1152,BACHILLER PROFESIONAL - TÉCNICO DE NIVEL MEDIO TEXTIL
BACHILLERATO FIGARI                ,2008,CERAMICA                           ,BACHILLERATO FIGARI - CERÁMICA,EDUCACION MEDIA SUPERIOR ,Anual,0,0,3712,BACHILLER EN ARTES Y ARTESANÍAS - CERÁMICA
BACHILLERATO FIGARI                ,2008,DIBUJO Y PINTURA                   , BACHILLERATO FIGARI - DIBUJO Y PINTURA,EDUCACION MEDIA SUPERIOR ,Anual,0,0,3456,BACHILLER EN ARTES Y ARTESANÍAS - DIBUJO Y PINTURA
BACHILLERATO FIGARI                ,2008,ENGARZADO DE GEMAS                 ,,EDUCACION MEDIA SUPERIOR ,Indefinido,0,0,0,
BACHILLERATO FIGARI                ,2008,ESCULTURA                          ,BACHILLERATO FIGARI - ESCULTURA,EDUCACION MEDIA SUPERIOR ,Anual,0,0,3488,BACHILLER EN ARTES Y ARTESANÍAS - ESCULTURA
BACHILLERATO FIGARI                ,2008,JOYERIA                            ,BACHILLERATO FIGARI - JOYERÍA,EDUCACION MEDIA SUPERIOR ,Anual,0,0,0,BACHILLER EN ARTES Y ARTESANÍAS - JOYERÍA
BACHILLERATO FIGARI                ,2008,TALLA EN MADERA                    ,BACHILLERATO FIGARI - TALLA EN MADERA,EDUCACION MEDIA SUPERIOR ,Anual,0,0,0,BACHILLER EN ARTES Y ARTESANÍAS - TALLA EN MADERA
BACHILLERATO FIGARI                ,2008,TECNICAS DE TERMINACION Y ORNAMEN. ,BACHILLERATO FIGARI - TÉCNICAS DE TERMINACIÓN Y ORNAMENTACIÓN ,EDUCACION MEDIA SUPERIOR ,Anual,0,38,3712,BACHILLER EN ARTES Y ARTESANIAS - TÉCNICAS DE TERMINACIÓN Y ORNAMENTACIÓN
FORM. PROFES. EN ARTES Y ARTESANÍAS,2008,CERAMICA                           ,FORMACIÓN PROFESIONAL EN ARTES Y ARTESANÍAS - CERÁMICA,FORMACIÓN PROFESIONAL    ,Anual,0,0,2592,FORMACION PROFESIONAL EN ARTES Y ARTESANIAS - CERAMICA
FORM. PROFES. EN ARTES Y ARTESANÍAS,2008,DIBUJO Y PINTURA                   ,FORMACIÓN PROFESIONAL -  EN ARTES Y ARTESANÍAS - DIBUJO Y PINTURA,FORMACIÓN PROFESIONAL    ,Anual,0,0,2336,FORMACIÓN PROFESIONAL EN ARTES Y ARTESANÍAS-DIBUJO Y PINTURA
FORM. PROFES. EN ARTES Y ARTESANÍAS,2008,ESCULTURA                          ,FORMACIÓN PROFESIONAL EN ARTES Y ARTESANÍAS - ESCULTURA,FORMACIÓN PROFESIONAL    ,Anual,0,0,2368,FORMACIÓN PROFESIONAL EN ARTES Y ARTESANÍAS - ESCULTURA
FORM. PROFES. EN ARTES Y ARTESANÍAS,2008,JOYERIA                            ,FORMACIÓN PROFESIONAL EN ARTES Y ARTESANIAS - JOYERÍA,FORMACIÓN PROFESIONAL    ,Anual,0,0,0,BACHILLER EN ARTES Y ARTESANÍAS - JOYERÍA
FORM. PROFES. EN ARTES Y ARTESANÍAS,2008,TALLA EN MADERA                    ,FORMACIÓN PROFESIONAL EN ARTES Y ARTESANÍAS - TALLA EN MADERA,FORMACIÓN PROFESIONAL    ,Anual,0,0,2560,FORMACIÓN PROFESIONAL EN ARTES Y ARTESANÍAS-TALLA EN MADERA
FORM. PROFES. EN ARTES Y ARTESANÍAS,2008,TECNICAS DE TERMINACION Y ORNAMEN. ,FORMACIÓN PROFESIONAL EN ARTES Y ARTESANÍAS - TÉCNICAS DE TERMINACIÓN Y ORNAMENTACIÓN,FORMACIÓN PROFESIONAL    ,Anual,0,0,2592,FORMACIÓN PROFESIONAL EN ARTES Y ARTESANÍAS - TÉCNICAS DE TERMINACIÓN Y ORNAMENTACIÓN
ARTICULACIÓN EDUCACIÓN MEDIA BÁSICA,2010,OPERARIO PRACTICOCARPINTERIA        ,ARTICULACIÓN EDUCACIÓN MEDIA BÁSICA - PROGRAMA CASAVALLE CARPINTERÍA,EDUCACION MEDIA BASICA   ,Anual,0,35,0,OPERARIO PRACTICO CARPINTERIA
ARTICULACIÓN EDUCACIÓN MEDIA BÁSICA,2010,OPERARIO PRACTICO GASTRONOMIA         ,ARTICULACIÓN EDUCACIÓN MEDIA BÁSICA - PROGRAMA CASAVALLE GASTRONOMÍA,EDUCACION MEDIA BASICA   ,Anual,0,35,0,OPERARIO PRACTICO GASTRONOMIA
ARTICULACIÓN EDUCACIÓN MEDIA BÁSICA,2010,OPERARIO PRACTICO ELECTRICIDAD        ,ARTICULACIÓN EDUCACIÓN MEDIA BÁSICA - PROGRAMA CASAVALLE ELECTRICIDAD,EDUCACION MEDIA BASICA   ,Anual,0,35,0,OPERARIO PRACTICO ELECTRICIDAD
ARTICULACIÓN EDUCACIÓN MEDIA BÁSICA,2010,OPERARIO PRACTICO VESTIMENTA          ,ARTICULACIÓN EDUCACIÓN MEDIA BÁSICA - PROGRAMA CASAVALLE VESTIMENTA,EDUCACION MEDIA BASICA   ,Anual,0,29,2016,OPERARIO PRACTICO VESTIMENTA
ARTICULACIÓN EDUCACIÓN MEDIA BÁSICA,2010,PROGRAMA RUMBO                     ,ARTICULACIÓN EDUCACIÓN MEDIA BÁSICA - PROGRAMA RUMBO,EDUCACION MEDIA BASICA   ,Anual,0,0,590,OPERADOR BÁSICO EN INFORMÁTICA — RUMBO
ARTICULACIÓN EDUCACIÓN MEDIA BÁSICA,2022,REDESCUBRIR - F.P.B. M1-M2         ,,EDUCACION MEDIA BASICA   ,Anual,0,0,0,
C.T.T. ESPECIALIZACIÓN             ,2022,SEGURIDAD VIAL                     ,,EDUC. SUPERIOR TERCIARIA ,Anual,0,0,0,
CAPACITACIÓN PROFESIONAL INICIAL   ,1997,CULTIVOS PROTEGIDOS                ,CAPACITACIÓN PROFESIONAL INICIAL - CULTIVOS PROTEGIDOS,CAPACITACIONES           ,Anual,0,0,0,
CAPACITACIÓN PROFESIONAL INICIAL   ,1998,INSEMINACION ARTIFICIAL DE BOVINOS ,CAPACITACIÓN PROFESIONAL INICIAL - INSEMINACIÓN ARTIFICIAL DE BOVINOS,CAPACITACIONES           ,Anual,0,0,0,
CAPACITACIÓN PROFESIONAL INICIAL   ,1998,INSEMINACION ARTIFICIAL DE OVINOS  , CAPACITACIÓN PROFESIONAL INICIAL -  INSEMINACIÓN ARTIFICIAL DE OVINOS,CAPACITACIONES           ,Anual,0,0,0,
CAPACITACIÓN PROFESIONAL INICIAL   ,1998,OPERADOR  INFORMATICO              ,,CAPACITACIONES           ,Anual,0,0,0,C. P. I. OPERADOR INFORMATICO
CAPACITACIÓN PROFESIONAL INICIAL   ,2000,ALAMBRADOR                         ,CAPACITACIÓN PROFESIONAL INICIAL - ALAMBRADOR,CAPACITACIONES           ,Anual,0,0,0,
CAPACITACIÓN PROFESIONAL INICIAL   ,2003,MANT.Y OPERACION TRACTORES         ,CAPACITACIÓN PROFESIONAL INICIAL - MANTENIMIENTO Y OPERACION TRACTORES,CAPACITACIONES           ,Anual,0,0,0,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,ATENCION AL PUBLICO Y/O CLIENTE    , CAPACITACIÓN PROFESIONAL INICIAL - ATENCIÓN AL PÚBLICO Y/O CLIENTE,CAPACITACIONES           ,Anual,0,0,100,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,PASTELERIA                         ,CAPACITACIÓN PROFESIONAL INICIAL - PASTELERÍA,CAPACITACIONES           ,Anual,0,0,320,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,BIOCONSTRUCCION                    ,CAPACITACIÓN PROFESIONAL INICIAL - BIOCONSTRUCCIÓN,CAPACITACIONES           ,Anual,0,20,180,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,CARPINTERIA INICIAL                , CAPACITACIÓN PROFESIONAL INICIAL - CARPINTERÍA INICIAL,CAPACITACIONES           ,Anual,0,0,240,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,COCINA BASICA                      ,,CAPACITACIONES           ,Indefinido,0,0,0,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,INTRODUCCION DECORACION TORTAS     ,,CAPACITACIONES           ,Indefinido,0,0,0,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,COCINA MACROBIOTICA                ,CAPACITACIÓN PROFESIONAL INICIAL -  COCINA MACROBIÓTICA,CAPACITACIONES           ,Anual,0,0,60,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,CONST. BASICA CON FIBRA DE VIDRIO  ,CAPACITACIÓN PROFESIONAL INICIAL - CONSTRUCCIÓN BASICA CON FIBRA DE VIDRIO,CAPACITACIONES           ,Anual,0,0,320,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,BRUSHING                           ,CAPACITACIÓN PROFESIONAL INICIAL - BRUSHING,CAPACITACIONES           ,Anual,0,0,220,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,MICROFUSIÓN Y MOLDEADO EN CERA     , CAPACITACIÓN PROFESIONAL INICIAL - MICROFUSIÓN Y MOLDEADO EN CERA,CAPACITACIONES           ,Anual,0,0,360,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,INTRO. A LA FOTOGRAFIA DIGITAL     , CAPACITACIÓN PROFESIONAL INICIAL - INTRODUCCIÓN A LA FOTOGRAFÍA DIGITAL,CAPACITACIONES           ,Anual,0,6,76,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,EMPRENDER Y GESTIONAR UNA EMPRESA  ,,CAPACITACIONES           ,Indefinido,0,0,0,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,FOGUISTA                           ,CAPACITACIÓN PROFESIONAL INICIAL - FOGUÍSTA,CAPACITACIONES           ,Anual,0,0,160,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,MAQUILLAJE SOCIAL                  ,CAPACITACIÓN PROFESIONAL INICIAL - MAQUILLAJE SOCIAL,CAPACITACIONES           ,Anual,0,0,320,CAPACITACION PROFESIONAL INICIAL MAQUILLADOR/A SOCIAL
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,OPERADOR INFORMATICO BASICO        ,CAPACITACIÓN PROFESIONAL INICIAL - OPERADOR INFORMÁTICO BÁSICO,CAPACITACIONES           ,Anual,0,0,120,CAPACITACION PROFESIONAL BASICA OPERADOR BASICO INFORMATICA
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,PANADERIA                          ,CAPACITACIÓN PROFESIONAL INICIAL -  PANADERÍA,CAPACITACIONES           ,Anual,0,0,320,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,OBRA SECA EN YESO                  ,CAPACITACIÓN PROFESIONAL INICIAL - OBRA SECA EN YESO,CAPACITACIONES           ,Anual,0,10,160,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,PARRILLA GOURMET                   ,CAPACITACIÓN PROFESIONAL INICIAL - PARRILLA GOURMET,CAPACITACIONES           ,Anual,0,0,72,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,OBJETOS ART. DE PEQ. FORM. EN CUERO,CAPACITACIÓN PROFESIONAL INICIAL - OBJETOS ARTESANALES PEQUEÑO FORMATO EN CUERO,CAPACITACIONES           ,Anual,0,0,128,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,PROCESOS BASICOS SOLDADURA Y FORJA ,CAPACITACIÓN PROFESIONAL INICIAL - PROCESOS BÁSICOS SOLDADURA Y FORJA,CAPACITACIONES           ,Anual,0,0,192,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,MANICURIA                          ,CAPACITACIÓN PROFESIONAL INICIAL - MANICURÍA,CAPACITACIONES           ,Anual,0,0,360,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,TELAR BAJO LIZO                    ,CAPACITACIÓN PROFESIONAL INICIAL - TELAR BAJO LIZO,CAPACITACIONES           ,Anual,0,0,352,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,TAQUIGRAFIA SISTEMA CARISSIMI      ,CAPACITACIÓN PROFESIONAL INICIAL -TAQUIGRAFÍA SISTEMA CARISSIMI,CAPACITACIONES           ,Anual,0,0,120,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,TELAR ALTO; LIZO Y TAPIZ            ,CAPACITACIÓN PROFESIONAL INICIAL - TELAR ALTO; LIZO Y TAPIZ,CAPACITACIONES           ,Anual,0,0,352,
CAPACITACIÓN PROFESIONAL INICIAL   ,2007,INDUMENTARIA - PRENDAS SPORT       ,,CAPACITACIONES           ,Indefinido,0,0,0,
